"","pid","hid","sex","mastat","age","qfachi","lknbrd","paygu","region","wave","N","pay_lag","paych"
"348",10210547,2018667,2,1,32,5,1,NA,1,2,2,439.337951660156,NA
"349",10211268,1017632,1,1,37,7,2,907.698181152344,1,1,2,NA,NA
"350",10211268,2018896,1,1,38,NA,NA,NA,1,2,2,907.698181152344,NA
"351",10211292,1017632,2,1,33,6,1,NA,1,1,2,NA,NA
"352",10211292,2018896,2,1,34,6,1,NA,1,2,2,NA,NA
"353",10211632,1017667,1,6,37,2,1,NA,1,1,2,NA,NA
"354",10211632,2019108,1,6,38,2,1,NA,1,2,2,NA,NA
"355",10211667,1017667,2,6,25,7,1,NA,1,1,2,NA,NA
"356",10211667,2019108,2,6,26,2,1,NA,1,2,2,NA,NA
"357",10212019,1017691,2,1,32,2,1,NA,1,1,2,NA,NA
"358",10212019,2019248,2,1,33,2,1,NA,1,2,2,NA,NA
"359",10212043,1017691,1,1,32,1,1,NA,1,1,2,NA,NA
"360",10212043,2019248,1,1,33,1,1,NA,1,2,2,NA,NA
"361",10212388,1017721,1,1,38,NA,NA,NA,1,1,2,NA,NA
"362",10212388,2019396,1,1,38,NA,NA,NA,1,2,2,NA,NA
"363",10212418,1017721,2,1,33,3,1,NA,1,1,2,NA,NA
"364",10212418,2019396,2,1,33,3,1,NA,1,2,2,NA,NA
"365",10212752,1017756,2,1,55,4,1,NA,1,1,2,NA,NA
"366",10212752,2019671,2,1,56,4,1,NA,1,2,2,NA,NA
"367",10212787,1017756,1,1,36,NA,NA,NA,1,1,2,NA,NA
"368",10212787,2019671,1,1,37,NA,NA,NA,1,2,2,NA,NA
"369",10214992,1017942,2,1,31,7,1,1501.15478515625,1,1,2,NA,NA
"370",10214992,2019957,2,1,32,7,2,1792.37878417969,1,2,2,1501.15478515625,291.223999023438
"371",10215026,1017942,1,1,30,7,1,NA,1,1,2,NA,NA
"372",10215026,2019957,1,1,31,NA,NA,NA,1,2,2,NA,NA
"373",10217231,1018132,1,6,30,2,1,NA,1,1,2,NA,NA
"374",10217231,2020092,1,6,31,2,1,NA,1,2,2,NA,NA
"375",10219471,1018329,2,1,35,3,1,1151.88610839844,1,1,2,NA,NA
"376",10219471,2020165,2,1,36,3,1,NA,17,2,2,1151.88610839844,NA
"377",10219501,1018329,1,1,35,2,1,1841.41650390625,1,1,2,NA,NA
"378",10219501,2020165,1,1,36,2,1,1601.23168945312,17,2,2,1841.41650390625,-240.184814453125
"379",10225072,1018787,1,6,22,5,1,835.642822265625,1,1,2,NA,NA
"380",10225072,2020319,1,6,23,5,2,859.661315917969,1,2,2,835.642822265625,24.0184936523438
"381",10242988,1020277,1,1,30,2,1,NA,1,1,2,NA,NA
"382",10242988,2020459,1,1,31,2,1,1334.66662597656,1,2,2,NA,NA
"383",10243011,1020277,2,1,28,5,1,671.666687011719,1,1,2,NA,NA
"384",10243011,2020459,2,1,29,5,1,1865.61157226562,1,2,2,671.666687011719,1193.94488525391
"385",10246347,1020552,2,2,26,2,1,NA,1,1,2,NA,NA
"386",10246347,2020599,2,1,27,2,1,685.882568359375,1,2,2,NA,NA
"387",10246371,1020552,1,6,27,4,1,NA,1,1,2,NA,NA
"388",10246371,2020661,1,1,28,4,2,1300,2,2,2,NA,NA
"389",10246401,1020552,1,2,24,4,1,NA,1,1,2,NA,NA
"390",10246401,2020599,1,1,25,4,1,NA,1,2,2,NA,NA
"391",10253068,1021117,2,6,35,4,1,1603.33337402344,1,1,2,NA,NA
"392",10253068,2020807,2,6,36,4,1,NA,1,2,2,1603.33337402344,NA
"393",10254188,1021206,1,2,64,2,1,NA,1,1,2,NA,NA
"394",10254188,2020874,1,2,65,2,1,NA,1,2,2,NA,NA
"395",10254218,1021206,2,2,54,5,1,1751.34716796875,1,1,2,NA,NA
"396",10254218,2020874,2,2,55,5,1,1804.38806152344,1,2,2,1751.34716796875,53.0408935546875
"397",10256423,1021397,2,3,76,7,1,NA,1,1,2,NA,NA
"398",10256423,2021013,2,3,77,7,1,NA,1,2,2,NA,NA
"399",10263136,1021958,1,3,57,4,1,NA,1,1,2,NA,NA
"400",10263136,2021161,1,3,58,4,1,NA,1,2,2,NA,NA
"401",10267611,1022326,2,4,37,2,2,1765.35803222656,1,1,2,NA,NA
"402",10267611,2021234,2,4,38,2,2,1100.63928222656,1,2,2,1765.35803222656,-664.71875
"403",10267689,1022326,2,6,44,7,1,NA,1,1,2,NA,NA
"404",10267689,2021234,2,6,45,7,1,NA,1,2,2,NA,NA
"405",10273212,1022792,1,6,39,1,1,1871.96118164062,1,1,2,NA,NA
"406",10273212,2021447,1,6,40,1,1,2614.00390625,1,2,2,1871.96118164062,742.042724609375
"407",10273956,1022857,1,4,28,1,1,1667.28259277344,1,1,2,NA,NA
"408",10273956,2021528,1,4,29,1,1,NA,1,2,2,1667.28259277344,NA
"409",10276572,1023071,1,2,36,2,1,1516.66662597656,1,1,2,NA,NA
"410",10276572,2021668,1,2,37,2,1,1707.86083984375,1,2,2,1516.66662597656,191.194213867188
"411",10276602,1023071,2,2,33,7,1,NA,1,1,2,NA,NA
"412",10276602,2021668,2,2,34,7,1,NA,1,2,2,NA,NA
"413",10278818,1023268,1,1,40,4,1,NA,1,1,2,NA,NA
"414",10278818,2021889,1,1,41,4,1,NA,1,2,2,NA,NA
"415",10278842,1023268,2,1,38,5,1,NA,1,1,2,NA,NA
"416",10278842,2021889,2,1,39,5,1,NA,1,2,2,NA,NA
"417",10286276,1023888,2,2,28,2,1,1125,1,1,2,NA,NA
"418",10286276,2022524,2,2,29,2,1,1602.12622070312,1,2,2,1125,477.126220703125
"419",10286306,1023888,1,2,27,2,1,2155.658203125,1,1,2,NA,NA
"420",10286306,2022524,1,2,28,2,1,1950.05810546875,1,2,2,2155.658203125,-205.60009765625
"421",10298967,1024949,1,4,53,5,1,1751.34716796875,1,1,2,NA,NA
"422",10298967,2022958,1,1,54,5,1,1083.33337402344,5,2,2,1751.34716796875,-668.013793945312
"423",10300082,1025031,2,6,36,4,1,1160.96240234375,1,1,2,NA,NA
"424",10300082,2023024,2,6,37,4,1,NA,1,2,2,1160.96240234375,NA
"425",10301208,1025139,1,1,35,2,1,1837.41345214844,1,1,2,NA,NA
"426",10301208,2023091,1,1,36,2,1,1667.28259277344,1,2,2,1837.41345214844,-170.130859375
"427",10301232,1025139,2,1,30,2,1,NA,1,1,2,NA,NA
"428",10301232,2023091,2,1,31,2,1,NA,1,2,2,NA,NA
"429",10303448,1025317,1,1,44,7,1,NA,1,1,2,NA,NA
"430",10303448,2023318,1,1,45,7,1,NA,1,2,2,NA,NA
"431",10303472,1025317,2,1,32,7,1,123.094688415527,1,1,2,NA,NA
"432",10303472,2023318,2,1,33,7,1,127.097770690918,1,2,2,123.094688415527,4.00308227539062
"433",10306838,1025597,2,2,22,5,1,NA,1,1,2,NA,NA
"434",10306838,2023814,2,6,23,5,2,NA,1,2,2,NA,NA
"435",10306897,1025597,1,6,33,4,1,NA,1,1,2,NA,NA
"436",10306897,2023741,1,2,34,4,1,NA,1,2,2,NA,NA
"437",10307958,1025686,2,4,54,7,2,NA,1,1,2,NA,NA
"438",10307958,2024039,2,4,55,7,2,NA,1,2,2,NA,NA
"439",10307982,1025686,1,6,18,7,1,606.666687011719,1,1,2,NA,NA
"440",10307982,2024039,1,6,19,7,1,195,1,2,2,606.666687011719,-411.666687011719
"441",10309047,1025783,1,1,32,2,1,1506.15856933594,1,1,2,NA,NA
"442",10309047,2024241,1,1,33,2,1,1557.81420898438,1,2,2,1506.15856933594,51.6556396484375
"443",10309071,1025783,2,1,32,4,1,644.495788574219,1,1,2,NA,NA
"444",10309071,2024241,2,1,33,4,1,693.533508300781,1,2,2,644.495788574219,49.0377197265625
"445",10313516,1026151,1,2,34,4,1,1833.33337402344,1,1,2,NA,NA
"446",10313516,2024748,1,2,35,4,2,1603.33337402344,1,2,2,1833.33337402344,-230
"447",10313559,1026151,2,2,32,5,1,216.66667175293,1,1,2,NA,NA
"448",10313559,2024748,2,2,33,5,1,216.66667175293,1,2,2,216.66667175293,0
"449",10321381,1026801,2,1,61,7,1,NA,1,1,2,NA,NA
"450",10321381,2025531,2,1,62,7,1,NA,1,2,2,NA,NA
"451",10323627,1026992,2,6,27,2,1,910,1,1,2,NA,NA
"452",10323627,2026104,2,6,28,2,1,1663.27941894531,1,2,2,910,753.279418945312
"453",10323651,1026992,2,6,23,2,1,NA,1,1,2,NA,NA
"454",10323651,2026104,2,6,24,2,1,NA,1,2,2,NA,NA
"455",10324712,1027093,1,6,65,7,1,NA,1,1,2,NA,NA
"456",10324712,2026384,1,6,66,7,1,NA,1,2,2,NA,NA
"457",10326952,1027271,1,2,32,2,1,NA,1,1,2,NA,NA
"458",10326952,2026619,1,2,33,2,1,NA,1,2,2,NA,NA
"459",10326987,1027271,2,2,29,1,1,1114.95373535156,1,1,2,NA,NA
"460",10326987,2026619,2,2,30,1,1,1565.28247070312,1,2,2,1114.95373535156,450.328735351562
"461",10328076,1027379,2,6,25,5,1,NA,1,1,2,NA,NA
"462",10328076,2026759,2,2,26,5,1,528.666687011719,1,2,2,NA,NA
"463",10331433,1027646,2,1,32,2,2,NA,1,1,2,NA,NA
"464",10331433,2027119,2,1,33,2,1,NA,2,2,2,NA,NA
"465",10331468,1027646,1,1,31,4,1,NA,1,1,2,NA,NA
"466",10331468,2027119,1,1,32,4,1,NA,2,2,2,NA,NA
"467",10331808,1027689,2,2,22,4,1,1037.79833984375,1,1,2,NA,NA
"468",10331808,2027399,2,2,22,4,1,1173.00842285156,1,2,2,1037.79833984375,135.210083007812
"469",10331832,1027689,1,2,22,4,1,1668.33337402344,1,1,2,NA,NA
"470",10331832,2027399,1,2,22,4,1,1728.04711914062,1,2,2,1668.33337402344,59.7137451171875
"471",10338152,1028219,1,6,33,3,1,1099.84606933594,1,1,2,NA,NA
"472",10338152,2027674,1,6,33,3,1,981.755187988281,1,2,2,1099.84606933594,-118.090881347656
"473",10339272,1028308,2,3,63,7,1,628.483459472656,1,1,2,NA,NA
"474",10339272,2027747,2,3,64,7,1,663.510375976562,1,2,2,628.483459472656,35.0269165039062
"475",10340386,1028391,1,1,52,7,1,NA,1,1,2,NA,NA
"476",10340386,2027828,1,1,53,7,1,NA,1,2,2,NA,NA
"477",10340416,1028391,2,1,47,7,1,NA,1,1,2,NA,NA
"478",10340416,2027828,2,1,48,7,1,NA,1,2,2,NA,NA
"479",10340459,1028391,1,6,18,7,1,NA,1,1,2,NA,NA
"480",10340459,2027828,1,6,19,7,1,151.66667175293,1,2,2,NA,NA
"481",10341501,1028499,1,4,52,7,2,866.666687011719,1,1,2,NA,NA
"482",10341501,2028034,1,4,53,7,2,1135.91479492188,1,2,2,866.666687011719,269.248107910156
"483",10341536,1028499,1,6,26,6,2,668.416687011719,1,1,2,NA,NA
"484",10341536,2028107,1,6,27,6,1,679.25,2,2,2,668.416687011719,10.8333129882812
"485",10342621,1028588,1,1,32,7,1,2760.33325195312,1,1,2,NA,NA
"486",10342621,2028174,1,1,33,NA,NA,NA,1,2,2,2760.33325195312,NA
"487",10342656,1028588,2,1,29,6,1,NA,1,1,2,NA,NA
"488",10342656,2028174,2,1,30,6,1,NA,1,2,2,NA,NA
"489",10343741,1028677,1,1,36,5,2,1057.33337402344,1,1,2,NA,NA
"490",10343741,2028549,1,1,37,5,2,1066,1,2,2,1057.33337402344,8.6666259765625
"491",10343776,1028677,2,1,30,7,1,NA,1,1,2,NA,NA
"492",10343776,2028549,2,1,31,7,2,NA,1,2,2,NA,NA
"493",10344861,1028766,2,3,93,7,1,NA,1,1,2,NA,NA
"494",10344861,2028824,2,3,94,7,1,NA,3,2,2,NA,NA
"495",10347119,1028952,1,1,55,5,1,1516.66662597656,1,1,2,NA,NA
"496",10347119,2028891,1,1,56,5,2,1935.40502929688,1,2,2,1516.66662597656,418.738403320312
"497",10347143,1028952,2,1,52,7,2,627.482666015625,1,1,2,NA,NA
"498",10347143,2028891,2,1,53,7,2,850.654357910156,1,2,2,627.482666015625,223.171691894531
"499",10347178,1028952,1,6,22,4,2,1334.66662597656,1,1,2,NA,NA
"500",10347178,2028891,1,6,23,4,1,NA,1,2,2,1334.66662597656,NA
"501",10348239,1029053,1,6,25,7,1,NA,1,1,2,NA,NA
"502",10348239,2029111,1,6,26,7,1,NA,1,2,2,NA,NA
"503",10348972,1029118,1,6,39,7,1,NA,1,1,2,NA,NA
"504",10348972,2029189,1,6,40,7,1,NA,1,2,2,NA,NA
"505",10349359,1029142,1,1,73,5,1,NA,1,1,2,NA,NA
"506",10349359,2029251,1,1,74,5,1,NA,1,2,2,NA,NA
"507",10349383,1029142,2,1,69,7,2,NA,1,1,2,NA,NA
"508",10349383,2029251,2,1,70,7,2,NA,1,2,2,NA,NA
"509",10353828,1029517,1,1,56,7,1,1191.66662597656,1,1,2,NA,NA
"510",10353828,2029391,1,1,57,7,1,1255.22131347656,1,2,2,1191.66662597656,63.5546875
"511",10353852,1029517,2,1,46,7,2,NA,1,1,2,NA,NA
"512",10353852,2029391,2,1,47,7,1,NA,1,2,2,NA,NA
"513",10353887,1029517,1,1,29,7,1,NA,1,1,2,NA,NA
"514",10353887,2029391,1,1,29,5,1,NA,1,2,2,NA,NA
"515",10353917,1029517,2,1,21,6,1,NA,1,1,2,NA,NA
"516",10353917,2029391,2,1,22,6,1,NA,1,2,2,NA,NA
"517",10353941,1029517,1,6,23,4,1,1100.84680175781,1,1,2,NA,NA
"518",10353941,2029391,1,6,24,4,2,1401.07775878906,1,2,2,1100.84680175781,300.23095703125
"519",10356061,1029703,1,1,74,7,1,NA,1,1,2,NA,NA
"520",10356061,2029758,1,1,75,7,1,NA,1,2,2,NA,NA
"521",10356096,1029703,2,1,49,5,1,75.0577392578125,1,1,2,NA,NA
"522",10356096,2029758,2,1,50,5,1,425.327178955078,1,2,2,75.0577392578125,350.269439697266
"523",10356126,1029703,2,6,22,NA,NA,NA,1,1,2,NA,NA
"524",10356126,2029901,2,2,23,4,1,1343.03308105469,2,2,2,NA,NA
"525",10357181,1029797,1,1,39,7,1,NA,1,1,2,NA,NA
"526",10357181,2029979,1,1,40,7,1,NA,1,2,2,NA,NA
"527",10357211,1029797,2,1,34,7,1,NA,1,1,2,NA,NA
"528",10357211,2029979,2,1,35,7,1,NA,1,2,2,NA,NA
"529",10358307,1029886,2,1,28,2,1,1375.05773925781,1,1,2,NA,NA
"530",10358307,2030411,2,1,29,2,1,1180.90844726562,6,2,2,1375.05773925781,-194.149291992188
"531",10358331,1029886,1,1,26,3,1,2280.75439453125,1,1,2,NA,NA
"532",10358331,2030411,1,1,27,3,1,1923.47961425781,6,2,2,2280.75439453125,-357.274780273438
"533",10359427,1029983,2,3,66,7,1,NA,1,1,2,NA,NA
"534",10359427,2030551,2,3,67,7,1,NA,1,2,2,NA,NA
"535",10362789,1030256,2,3,75,7,1,NA,1,1,2,NA,NA
"536",10362789,2030624,2,3,76,7,2,NA,1,2,2,NA,NA
"537",10363904,1030353,2,1,37,7,1,1100.84680175781,1,1,2,NA,NA
"538",10363904,2030691,2,5,38,7,2,1005.33331298828,1,2,2,1100.84680175781,-95.5134887695312
"539",10365028,1030442,1,6,60,7,1,NA,1,1,2,NA,NA
"540",10365028,2030918,1,6,61,7,1,NA,1,2,2,NA,NA
"541",10366148,1030531,2,1,40,7,1,173.33332824707,1,1,2,NA,NA
"542",10366148,2030985,2,1,41,7,1,359.666656494141,1,2,2,173.33332824707,186.33332824707
"543",10366172,1030531,1,1,38,5,1,NA,1,1,2,NA,NA
"544",10366172,2030985,1,1,39,NA,NA,NA,1,2,2,NA,NA
"545",10367268,1030639,2,3,79,7,2,NA,1,1,2,NA,NA
"546",10367268,2031264,2,3,80,7,2,NA,1,2,2,NA,NA
"547",10368388,1030728,1,6,82,7,1,NA,1,1,2,NA,NA
"548",10368388,2031337,1,6,83,7,1,NA,1,2,2,NA,NA
"549",10370242,1030876,2,6,18,5,2,NA,1,1,2,NA,NA
"550",10370242,2031558,2,6,19,5,1,630.484985351562,11,2,2,NA,NA
"551",10372857,1031104,2,6,23,4,1,1401.07775878906,1,1,2,NA,NA
"552",10372857,2031701,2,6,24,4,1,1601.23168945312,2,2,2,1401.07775878906,200.153930664062
"553",10372881,1031104,2,6,21,4,1,721.230224609375,1,1,2,NA,NA
"554",10372881,2031701,2,6,22,4,2,733.564270019531,2,2,2,721.230224609375,12.3340454101562
"555",10377379,1031473,2,1,36,4,2,342.333343505859,1,1,2,NA,NA
"556",10377379,2032058,2,1,36,4,1,364,1,2,2,342.333343505859,21.6666564941406
"557",10379576,1031651,1,1,51,7,1,NA,1,1,2,NA,NA
"558",10379576,2032414,1,1,52,7,1,NA,1,2,2,NA,NA
"559",10379606,1031651,2,1,48,7,2,428.4052734375,1,1,2,NA,NA
"560",10379606,2032414,2,1,49,7,NA,478.220642089844,1,2,2,428.4052734375,49.8153686523438
"561",10385177,1032127,1,1,63,7,1,1512.33337402344,1,1,2,NA,NA
"562",10385177,2032554,1,1,64,7,1,1632.03271484375,1,2,2,1512.33337402344,119.699340820312
"563",10385207,1032127,2,1,60,7,1,NA,1,1,2,NA,NA
"564",10385207,2032554,2,1,61,7,1,NA,1,2,2,NA,NA
"565",10388532,1032402,2,4,41,2,1,2800.15405273438,1,1,2,NA,NA
"566",10388532,2032694,2,4,42,2,1,2789.20849609375,1,2,2,2800.15405273438,-10.945556640625
"567",10390766,1032593,2,6,25,4,1,1501.15478515625,1,1,2,NA,NA
"568",10390766,2032767,2,2,26,4,1,2501.92456054688,1,2,2,1501.15478515625,1000.76977539062
"569",10391142,1032623,1,2,27,2,1,600.4619140625,1,1,2,NA,NA
"570",10391142,2032929,1,6,28,2,1,NA,16,2,2,600.4619140625,NA
"571",10391177,1032623,2,2,23,2,2,666.5126953125,1,1,2,NA,NA
"572",10391177,2032848,2,6,24,2,1,NA,16,2,2,666.5126953125,NA
"573",10398619,1033247,2,6,70,7,1,NA,1,1,2,NA,NA
"574",10398619,2033569,2,6,71,7,1,NA,1,2,2,NA,NA
"575",10401962,1033522,1,1,31,7,2,1163.31652832031,1,1,2,NA,NA
"576",10401962,2033631,1,1,32,7,2,1126.66662597656,1,2,2,1163.31652832031,-36.64990234375
"577",10401997,1033522,2,1,29,5,2,200.153961181641,1,1,2,NA,NA
"578",10401997,2033631,2,1,30,5,2,NA,1,2,2,200.153961181641,NA
"579",10403086,1033611,1,1,40,7,2,1550,1,1,2,NA,NA
"580",10403086,2033917,1,1,41,7,1,1549.19177246094,1,2,2,1550,-0.8082275390625
"581",10403116,1033611,2,1,59,7,1,1100.84680175781,1,1,2,NA,NA
"582",10403116,2033917,2,1,60,7,1,NA,1,2,2,1100.84680175781,NA
"583",10404201,1033719,1,6,61,7,2,NA,1,1,2,NA,NA
"584",10404201,2034069,1,6,62,7,2,NA,1,2,2,NA,NA
"585",10404236,1033719,1,6,27,NA,NA,NA,1,1,2,NA,NA
"586",10404236,2034069,1,6,28,NA,NA,NA,1,2,2,NA,NA
"587",10405321,1033808,1,1,47,7,1,888.333312988281,1,1,2,NA,NA
"588",10405321,2034204,1,1,48,7,2,1018.33331298828,1,2,2,888.333312988281,130
"589",10405356,1033808,2,1,43,7,1,502.666656494141,1,1,2,NA,NA
"590",10405356,2034204,2,1,44,7,2,450.666656494141,1,2,2,502.666656494141,-52
"591",10405399,1033808,1,6,17,4,1,NA,1,1,2,NA,NA
"592",10405399,2034204,1,6,19,4,1,NA,1,2,2,NA,NA
"593",10408681,1034081,1,1,47,4,1,1083.33337402344,1,1,2,NA,NA
"594",10408681,2034484,1,1,48,4,1,1040.80065917969,1,2,2,1083.33337402344,-42.53271484375
"595",10408711,1034081,2,1,45,3,1,790.608154296875,1,1,2,NA,NA
"596",10408711,2034484,2,1,46,3,1,1516.66662597656,1,2,2,790.608154296875,726.058471679688
"597",10408746,1034081,1,6,15,5,1,60.6666679382324,1,1,2,NA,NA
"598",10408746,2034484,1,6,16,5,1,81.25,1,2,2,60.6666679382324,20.5833320617676
"599",10409807,1034189,1,1,52,5,1,NA,1,1,2,NA,NA
"600",10409807,2034786,1,1,53,5,1,NA,1,2,2,NA,NA
"601",10409831,1034189,2,1,61,7,1,NA,1,1,2,NA,NA
"602",10409831,2034786,2,1,62,7,1,NA,1,2,2,NA,NA
"603",10410929,1034278,1,1,22,5,2,900.69287109375,1,1,2,NA,NA
"604",10410929,2034921,1,1,23,5,2,1120.86218261719,1,2,2,900.69287109375,220.169311523438
"605",10410953,1034278,2,1,29,3,2,1180.90844726562,1,1,2,NA,NA
"606",10410953,2034921,2,1,30,3,2,606.466552734375,1,2,2,1180.90844726562,-574.44189453125
"607",10412042,1034367,2,6,25,7,1,NA,1,1,2,NA,NA
"608",10412042,2035065,2,6,26,7,2,NA,1,2,2,NA,NA
"609",10413162,1034456,1,1,32,5,2,1351.03930664062,1,1,2,NA,NA
"610",10413162,2035286,1,1,33,5,1,1348.03698730469,2,2,2,1351.03930664062,-3.0023193359375
"611",10413197,1034456,2,1,30,3,2,1601.23168945312,1,1,2,NA,NA
"612",10413197,2035286,2,1,31,3,1,1843.41809082031,2,2,2,1601.23168945312,242.186401367188
"613",10414282,1034553,2,4,54,7,1,NA,1,1,2,NA,NA
"614",10414282,2035499,2,4,55,7,NA,NA,1,2,2,NA,NA
"615",10414312,1034553,2,6,24,4,1,NA,1,1,2,NA,NA
"616",10414312,2035499,2,6,25,4,NA,NA,1,2,2,NA,NA
"617",10416528,1034731,1,6,34,4,2,1540.04174804688,1,1,2,NA,NA
"618",10416528,2035774,1,2,34,4,1,NA,1,2,2,1540.04174804688,NA
"619",10416552,1034731,1,6,28,4,2,2008.33337402344,1,1,2,NA,NA
"620",10416552,2035774,1,2,29,4,1,2187.98828125,1,2,2,2008.33337402344,179.654907226562
"621",10417648,1034839,1,5,50,7,1,NA,1,1,2,NA,NA
"622",10417648,2036061,1,4,51,7,1,NA,1,2,2,NA,NA
"623",10418768,1034928,1,1,57,7,1,1435.10400390625,1,1,2,NA,NA
"624",10418768,2036134,1,1,58,7,1,1295.66662597656,1,2,2,1435.10400390625,-139.437377929688
"625",10418792,1034928,2,1,54,7,1,1601.23168945312,1,1,2,NA,NA
"626",10418792,2036134,2,1,55,7,1,1701.30871582031,1,2,2,1601.23168945312,100.077026367188
"627",10418822,1034928,2,6,30,NA,NA,NA,1,1,2,NA,NA
"628",10418822,2036134,2,6,31,5,1,260,1,2,2,NA,NA
"629",10422129,1035207,2,6,35,7,1,1216.02954101562,1,1,2,NA,NA
"630",10422129,2036347,2,6,36,7,1,1636.25866699219,1,2,2,1216.02954101562,420.229125976562
"631",10423249,1035304,2,6,27,7,1,NA,1,1,2,NA,NA
"632",10423249,2036649,2,6,27,7,1,NA,1,2,2,NA,NA
"633",10424369,1035398,2,2,23,4,2,NA,1,1,2,NA,NA
"634",10424369,2036789,2,2,24,4,1,NA,1,2,2,NA,NA
"635",10424393,1035398,1,2,22,5,1,NA,1,1,2,NA,NA
"636",10424393,2036789,1,2,23,5,1,NA,1,2,2,NA,NA
"637",10426604,1035576,1,4,39,7,2,1250.96228027344,1,1,2,NA,NA
"638",10426604,2036924,1,4,40,7,NA,1411.08544921875,1,2,2,1250.96228027344,160.123168945312
"639",10427716,1035673,1,1,82,7,1,NA,1,1,2,NA,NA
"640",10427716,2036991,1,1,83,7,1,NA,1,2,2,NA,NA
"641",10427759,1035673,2,1,76,7,1,NA,1,1,2,NA,NA
"642",10427759,2036991,2,1,77,7,1,NA,1,2,2,NA,NA
"643",10428879,1035762,2,6,28,2,1,1501.15478515625,1,1,2,NA,NA
"644",10428879,2037149,2,6,29,2,1,1750,1,2,2,1501.15478515625,248.84521484375
"645",10432191,1036041,2,5,27,5,2,1208.33337402344,1,1,2,NA,NA
"646",10432191,2037289,2,5,27,5,2,1301.00073242188,1,2,2,1208.33337402344,92.6673583984375
"647",10433317,1036149,2,4,58,5,2,1150.88537597656,1,1,2,NA,NA
"648",10433317,2037424,2,4,59,5,2,NA,1,2,2,1150.88537597656,NA
"649",10434437,1036238,2,6,37,5,1,1301.00073242188,1,1,2,NA,NA
"650",10434437,2037564,2,6,38,5,2,NA,1,2,2,1301.00073242188,NA
"651",10440038,1036696,1,6,26,2,1,NA,1,1,2,NA,NA
"652",10440038,2037785,1,6,27,2,1,NA,1,2,2,NA,NA
"653",10440062,1036696,2,6,26,3,1,1318.05334472656,1,1,2,NA,NA
"654",10440062,2037718,2,6,27,3,1,1441.66662597656,1,2,2,1318.05334472656,123.61328125
"655",10440127,1036696,2,6,24,4,1,1020.78521728516,1,1,2,NA,NA
"656",10440127,2037637,2,6,25,4,1,1473.13317871094,1,2,2,1020.78521728516,452.347961425781
"657",10440151,1036696,2,6,23,3,1,630.251098632812,1,1,2,NA,NA
"658",10440151,2037939,2,2,25,3,2,900.69287109375,2,2,2,630.251098632812,270.441772460938
"659",10443398,1036971,1,6,62,7,1,NA,1,1,2,NA,NA
"660",10443398,2038005,1,6,63,7,1,NA,1,2,2,NA,NA
"661",10446753,1037269,2,4,36,7,1,1300,1,1,2,NA,NA
"662",10446753,2038145,2,4,37,7,1,1020.78521728516,1,2,2,1300,-279.214782714844
"663",10447121,1037293,1,2,29,4,1,925.712097167969,1,1,2,NA,NA
"664",10447121,2038285,1,6,30,4,1,1683.5,1,2,2,925.712097167969,757.787902832031
"665",10448993,1037447,2,4,32,7,2,156,1,1,2,NA,NA
"666",10448993,2038358,2,4,33,7,2,156,1,2,2,156,0
"667",10453466,1037811,1,1,59,7,1,1226.33337402344,1,1,2,NA,NA
"668",10453466,2038927,1,1,60,7,1,1282.66662597656,1,2,2,1226.33337402344,56.333251953125
"669",10453504,1037811,2,1,58,7,1,834.642028808594,1,1,2,NA,NA
"670",10453504,2038927,2,1,59,7,1,833.333312988281,1,2,2,834.642028808594,-1.3087158203125
"671",10455701,1038001,2,3,59,7,1,433.333343505859,1,1,2,NA,NA
"672",10455701,2039079,2,3,60,7,1,572,1,2,2,433.333343505859,138.666656494141
"673",10459073,1038281,2,1,45,5,1,800.615844726562,1,1,2,NA,NA
"674",10459073,2039141,2,1,46,5,1,611.970825195312,1,2,2,800.615844726562,-188.64501953125
"675",10459103,1038281,1,1,31,2,1,2250,1,1,2,NA,NA
"676",10459103,2039141,1,1,32,2,1,2501.92456054688,1,2,2,2250,251.924560546875
"677",10463542,1038656,2,6,24,5,1,NA,1,1,2,NA,NA
"678",10463542,2039354,2,6,25,5,1,NA,1,2,2,NA,NA
"679",10463577,1038656,1,6,23,2,1,866.666687011719,1,1,2,NA,NA
"680",10463577,2039494,1,6,24,2,1,916.705200195312,1,2,2,866.666687011719,50.0385131835938
"681",10463607,1038656,2,6,23,2,1,1185.22351074219,1,1,2,NA,NA
"682",10463607,2039354,2,6,24,2,1,1083.83374023438,1,2,2,1185.22351074219,-101.389770507812
"683",10464662,1038753,1,1,62,7,1,NA,1,1,2,NA,NA
"684",10464662,2039567,1,1,63,7,1,NA,1,2,2,NA,NA
"685",10464697,1038753,2,1,58,7,1,199.33332824707,1,1,2,NA,NA
"686",10464697,2039567,2,1,59,7,2,260,1,2,2,199.33332824707,60.6666717529297
"687",10468021,1039032,1,1,36,4,1,1301.00073242188,1,1,2,NA,NA
"688",10468021,2039729,1,1,37,4,1,1501.15478515625,1,2,2,1301.00073242188,200.154052734375
"689",10468056,1039032,2,1,27,4,1,1191.66662597656,1,1,2,NA,NA
"690",10468056,2039729,2,1,28,4,1,NA,1,2,2,1191.66662597656,NA
"691",10478108,1039873,1,6,25,2,1,1351.03930664062,2,1,2,NA,NA
"692",10478108,2040301,1,2,26,2,1,1516.66662597656,2,2,2,1351.03930664062,165.627319335938
